Name,City,Comments,Country,Date Posted,Duration,Lat,Long,Shape,SS Status,Unique ID
6520-au-Sleigh,perth (western australia),I saw three bright objects travelling together they were far away their velocity changed and one stoped its motion.,au,12/05/2001,300,-31.95224,115.86140,Sleigh,Pending,SS-8968
6526-gb-light,luton (uk/england),light moving in a line before dissappearing,gb,12/05/2001,120,51.88333,-0.41667,light,Active,SS-8673
652-edwards afb-other,edwards afb,A bell shape highly polished very shiny.,us,04/02/2019,5,34.92403,-117.89121,other,Closed,SS-7692
6531-gb-circle,london (uk/england),round orange objects over london england,gb,12/05/2001,6,51.51412,-0.09369,circle,Active,SS-8675
653-north houston-Sleigh,north houston,looking for orion in the sky saw a black object zig zag and dissapear.,us,04/02/2019,2,29.92528,-95.51500,Sleigh,Active,SS-7691
654-gent oost vlaanderen (belgium)-Sleigh,gent oost vlaanderen (belgium),It seemed to be flying very low without making noise. It was very big and it seemed to be that the front of the sleigh was lighting up,us,04/02/2019,5,51.05434,3.71742,Sleigh,Pending,SS-7690
6551-gb-other,cambridge (uk/england),grey boomerang almost tye same colour as the sky,gb,03/06/2001,40,51.73333,-2.36667,other,Closed,SS-8671
6554-gb-sleigh,st. albans (uk/england),One bright flare-like light with 3 pinpoint lights moving towards it,gb,03/06/2001,300,51.75000,-0.33333,sleigh,Pending,SS-8674
6555-de-cigar,wildflecken (germany),During a training excerise @ the US Army training center @ Wildflecken germany;at appx. 23:30 hours at an elevation appx.8k ft. alt.,de,03/06/2001,300,50.36667,9.91667,cigar,Pending,SS-8786
6556-gb-disk,glasgow (uk/scotland),weirdest thing we have ever seen certainly not an aircraft,gb,03/06/2001,180,55.83333,-4.25000,disk,Active,SS-8669
655-congers-other,congers,Two possibly three comet-like objects in the nighttime western sky.  Appeared motionless and looked exactly like comets.,us,04/02/2019,420,41.15056,-73.94583,other,Closed,SS-7689
656-johnson city (over northern sky)-fireball,johnson city (over northern sky),It was a green fireball with a green trailer streaking straight into the horizon.,us,04/02/2019,2,42.11556,-75.95917,fireball,Pending,SS-7688
657-san jose-oval,san jose,Saw an unidentified aircraft flying at very high speed while landing at San Jose Intl Airport.,us,04/02/2019,10,37.33944,-121.89389,oval,Pending,SS-7687
6585-gb-Sleigh,leeds (uk/england),A Sleigh mistaken for an aeroplane caught on camera.,gb,03/06/2001,2,53.80000,-1.58333,Sleigh,Pending,SS-8672
658-gilroy (approximatly)-flash,gilroy (approximatly),While driving North on the 101 85 miles South of San Francisco I saw a bright flash transverse the sky from zenith to almost the horiz,us,04/02/2019,4,37.00583,-121.56722,flash,Active,SS-7686
6596-gb-Sleigh,pewsey (uk/england),a star or a Sleigh but it moved?,gb,03/06/2001,60,51.33333,-1.75000,Sleigh,Active,SS-8667
659-crown point-light,crown point,a bright light with red highlights it also had dim white lights in a sphere shape approx. eight lights,us,04/02/2019,60,41.41694,-87.36528,light,Pending,SS-7685
65-roseville-fireball,roseville,small red fireball with long white tail moving West at a very high speed parallel to the ground,us,11/01/2018,15,38.75222,-121.28694,fireball,Closed,SS-8270
6607-gb-Sleigh,london (uk/england),may 93 ].8pm Sleigh over north london,gb,03/06/2001,1800,51.51412,-0.09369,Sleigh,Active,SS-8670
660-bremerton-other,bremerton,Looked up lastnight surprised to see (stars) when the weather had been rainy most of the day.  My attention was directed to sudden mov,us,04/02/2019,300,47.56750,-122.63139,other,Active,SS-7684
661-mt. holly springs (viewed from)-Sleigh,mt. holly springs (viewed from),Was observing a jet aircraft at altitude and manifesting contrail.  Suddenly a second object brightly reflecting sunlight closed ra,us,04/02/2019,3,0.00000,0.00000,Sleigh,Active,SS-7682
662-i-84  (near id/ut border)-light,i-84  (near id/ut border),A bright light in the night sky above I-84 near Idaho Utah border.,us,04/02/2019,60,42.93638,-114.95214,light,Pending,SS-7683
6632-gb-Sleigh,london (ne) (uk/england),TURPIN AVENUE COLLIER ROW ESSEX RM5 2HY. ABOVE AND TO THE REAR OF A LOW RISE BLOCK OF FLATS. LOW ALTITUDE APROX 16 - 20 METRES WIDE?,gb,08/12/2001,30,51.51412,-0.09369,Sleigh,Pending,SS-8665
663-laughlin-sleigh,laughlin,JUST PREVIOUSLY MADE A LATER REPORT THINK I SHOULD INCLUDE THISN EARLIER ONE ON SAME DAY.  STANDING OUTSIDE ONPROMINADE WALK WAY OUT S,us,04/02/2019,180,35.16778,-114.57222,sleigh,Active,SS-7680
6643-gb-cross,bournemouth (uk/england),very bright static light sighted early morning in the East on July 15th 2001,gb,08/12/2001,90,50.71667,-1.88333,cross,Active,SS-8668
664-laughlin-Sleigh,laughlin,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,04/02/2019,600,35.16778,-114.57222,Sleigh,Active,SS-7681
6659-gb-Sleigh,worcestershire (uk/england),it looked like a bright star moving very fast there was no sound it moved across the sky about a mile and vanished the sky was full o,gb,08/12/2001,120,52.16667,-2.16667,Sleigh,Closed,SS-8666
665-bishop (towards on route 395 north)-light,bishop (towards on route 395 north),Traveling North on 395 I noticed a bright Light that at first appeared to be a Star.  However upon closer observation i noticed that,us,04/02/2019,600,37.36361,-118.39417,light,Closed,SS-7678
666-oudenaarde and maarkedal (between) (belgium)-light,oudenaarde and maarkedal (between) (belgium),I saw a green light that moved very fast in North-North-West direction. There was a little green tail. It didden;t make any sound.Sudde,us,04/02/2019,3,50.84693,3.60144,light,Closed,SS-7679
667-coarsegold-other,coarsegold,Two stars in west sky about 30 degrees above horison were moving back and forth. Then I saw only one. It was moving in a strange way up,us,04/02/2019,300,37.26222,-119.70000,other,Pending,SS-7676
668-laughlin-Sleigh,laughlin,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,04/02/2019,600,35.16778,-114.57222,Sleigh,Pending,SS-7677
669-laughlin-light,laughlin,A group of approximately 50 adults watched 5 white lights the apparent size of bright stars maneuver in the night sky.,us,04/02/2019,480,35.16778,-114.57222,light,Active,SS-7674
66-scottsdale-other,scottsdale,I heard a very loud noise like a jet engine on the next block.  I looked in that direction (E-NE) and heard a second noise exactly the,us,11/01/2018,10,33.50917,-111.89833,other,Active,SS-8271
670-chino valley-oval,chino valley,i was out side having a smoke and it was a clear night so i looked up at the stars and just happen to see above me 2 bright lights that,us,04/02/2019,45,34.75750,-112.45306,oval,Closed,SS-7675
671-san diego-triangle,san diego,changing colors bright and fast blinking motion,us,04/02/2019,600,32.71528,-117.15639,triangle,Pending,SS-7672
672-bellingham-disk,bellingham,I was walking home from downtown Bellingham when I saw a trio of disc shaped craft hovering about 50 yards over my house. I was paralyz,us,04/02/2019,0,48.75972,-122.48694,disk,Closed,SS-7673
6739-gb-disk,london (uk/england),Transparent disk leaves nuclear plant,gb,10/12/2001,30,51.51412,-0.09369,disk,Closed,SS-8663
673-east rutherford-Sleigh,east rutherford,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,04/02/2019,45,40.83389,-74.09750,Sleigh,Active,SS-7670
674-fairborn-other,fairborn,Approximately 500ft. in the air just below a low cloud line I saw a small grey spherical object hovering.  It would be best described,us,04/02/2019,180,39.82083,-84.01944,other,Active,SS-7671
675-las vegas-Sleigh,las vegas,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,04/02/2019,10,36.17500,-115.13639,Sleigh,Active,SS-7668
676-covington (east of  kent)-sphere,covington (east of  kent),Round bright glowing objectblue and red top and bottombright white glow center. Hoveringmoved when I took picturereturnedleft area,us,04/02/2019,1020,47.34833,-122.11361,sphere,Closed,SS-7669
6776-gb-cross,peterborough (uk/england),glowing triangles in East Anglia U.K.,gb,10/12/2001,300,52.58333,-0.25000,cross,Pending,SS-8664
677-franklin-oval,franklin,Small oval object moving at incredible speed. Faster than the eye could follow.,us,04/02/2019,2,42.08333,-71.39722,oval,Active,SS-7666
6784-gb-triangle,clacton-on-sea (uk/england),Black triangle 1996 Essex England,gb,10/12/2001,60,51.78333,1.16667,triangle,Active,SS-8661
678-natchez-oval,natchez,Sunday morning 2/7/99 from approximately 1:30 - 2:30 am over Natchez Mississippi a stationary hovering oblong aircraft with flas,us,04/02/2019,3600,31.56028,-91.40306,oval,Pending,SS-7667
679-quartzite-egg,quartzite,Object appeared from the south/west moving parallel to and pulling away from a low-flying small jet aircraft flight path of both was,us,04/02/2019,90,33.66391,-114.22995,egg,Active,SS-7664
67-spencer-fireball,spencer,Traveling north on US Highway 71 at approx. 2am on the north edge of Spencer. Saw blueish green fireball traveling west to east.  Had r,us,11/01/2018,4,43.14139,-95.14417,fireball,Active,SS-8268
6802-gb-light,scarborough (uk/england),as i was driving from filey north yorkshire to hunmanby north yorkshire i saw a red light which appeared to be quite large and at low a,gb,10/12/2001,300,54.28722,-0.41417,light,Pending,SS-8662
680-bulls gap-sphere,bulls gap,Late in the evening on the 8th I saw 2 objects west slightly south west I saw 2 objects in the sky being chased by 2 jets.,us,04/02/2019,300,36.25694,-83.08611,sphere,Active,SS-7665
681-leon-other,leon,it was a revolving light. It would change from red to green to white,us,04/02/2019,10800,38.75056,-81.96083,other,Active,SS-7662
682-la crescenta-disk,la crescenta,The greenish ship with the other one moved across the night sky it made a sound too and then it disapered. It was really freaky,us,04/02/2019,420,34.22417,-118.23917,disk,Active,SS-7663
683-sterling-oval,sterling,Bright lights approx. 1/2 mi. east of us - was still for bout a min. or so - no sound - and the slowly moving towards the south. I saw,us,04/02/2019,240,41.34111,-75.39028,oval,Active,SS-7660
684-mesa (north of)-triangle,mesa (north of),I saw a black craft floating in the air no noise or anything.  When I got out of my car to see what was going on it left.,us,04/02/2019,90,33.42222,-111.82194,triangle,Closed,SS-7661
685-tacoma (lakewood)-sphere,tacoma (lakewood),While on Patrol in the North parking lot at Pierce College I observed a green spherical ball of light descending from west to east. Th,us,04/02/2019,0,47.25306,-122.44306,sphere,Pending,SS-7659
686-jewell basin national park-other,jewell basin national park,Two craft near Camp Misery ranger station one large triangular one small very small cone shaped.,us,04/02/2019,300,48.17024,-113.92428,other,Active,SS-7658
687-collingdale-Sleigh,collingdale,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,04/02/2019,0,39.91167,-75.27750,Sleigh,Pending,SS-7657
688-greendale-diamond,greendale,I work in a suberb of milwaukee Wi and it is not really that unpopulated  however i get off work at 2:30 and about 5 min into my ride,us,04/02/2019,300,42.94056,-87.99583,diamond,Pending,SS-7656
689-las vegas (north of)-Sleigh,las vegas (north of),Im a truck driver.I have made trips to the desert n. of Vegas. Out in the desert in the middle of the night. my cargo was unknown. Bi,us,04/02/2019,0,36.17500,-115.13639,Sleigh,Closed,SS-7655
68-vancouver (watching from field at barn)-fireball,vancouver (watching from field at barn),Saw a large ball of light while at my barn in the evening.  The sky was clear no rain clouds.  It sailed over my head due north.,us,11/01/2018,15,45.63889,-122.66028,fireball,Pending,SS-8269
6909-de-circle,weissenburg (germany),the object grew big and schrank again then flew away like lightning,de,10/12/2001,90,50.73333,11.45000,circle,Closed,SS-8790
690-jacksonville-triangle,jacksonville,Delta wing shaped craft approx 60-70 in diameter/tip to tip hovered @ 11:00 for about 1 min. No sound. six round depression on undersi,us,04/02/2019,60,30.33194,-81.65583,triangle,Active,SS-7654
691-las vegas-light,las vegas,Two large amber orbs appeared/hovered due North/West of the Stratosphere Tower. Hovered for five to ten minutes. They remained stationa,us,04/02/2019,900,36.17500,-115.13639,light,Pending,SS-7652
692-lemont-triangle,lemont,Sighting of a triangular craft by my daughter and then myself.  My daughter actually drove under the object.  Describes it as an equila,us,04/02/2019,360,41.67361,-88.00167,triangle,Pending,SS-7653
693-rockmart-other,rockmart,it was a huge triangle shaped object with a beam in the middle of it sort of like a laser pointer except wider.and blue lights on the s,us,04/02/2019,0,34.00250,-85.04167,other,Pending,SS-7650
694-santa rosa-triangle,santa rosa,Travled very fast north to south. Lights on all points. Very little sound.,us,04/02/2019,4,38.44056,-122.71333,triangle,Active,SS-7651
695-salinas-Sleigh,salinas,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,04/02/2019,180,36.67778,-121.65444,Sleigh,Active,SS-7648
6967-gb-Sleigh,ipswich (suffolk) (uk/england),We were sitting on the lawn at a Bed &amp; Breakfast in Pipps Ford Suffolk UK looking at the stars on a particularly clear night. We saw a,gb,10/12/2001,60,52.08333,1.16667,Sleigh,Active,SS-8659
696-piney (lawrence county (rural) )-light,piney (lawrence county (rural) ),hovering light no sound exited at very high rate of speed,us,04/02/2019,600,36.01500,-84.55833,light,Active,SS-7649
697-eagle mountain-light,eagle mountain,My husband was standing in our living room when he noticed two objects in the east he called me to come see. There were two strange cr,us,04/02/2019,240,32.89333,-97.44417,light,Active,SS-7646
698-del mar-triangle,del mar,It was green with flashing lights. Bright red lights. White lights towarsdthe front.,us,04/02/2019,0,32.95944,-117.26444,triangle,Active,SS-7647
6991-gb-other,nottingham (uk/england),a bright object like a fireball  i was on my way home very dark night when i saw a fire ball of a sort of craft it came out of no were,gb,10/12/2001,3,52.96667,-1.16667,other,Pending,SS-8660
699-columbus-fireball,columbus,3 objects within 30 minutes,us,04/02/2019,1800,39.96111,-82.99889,fireball,Closed,SS-7644
69-newport-Sleigh,newport,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/01/2018,1,35.96694,-83.18778,Sleigh,Active,SS-8266
6-vega baja (puerto rico)-Sleigh,vega baja (puerto rico),The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/01/2018,120,18.44639,-66.38806,Sleigh,Active,SS-8331
7005-gb-egg,nottingham (uk/england),we was on a return journey from visiting familywhen a light almost blinded me .my passenger turned to me and said look out behind i l,gb,10/12/2001,12,52.96667,-1.16667,egg,Active,SS-8656
700-phoenix-Sleigh,phoenix,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,04/02/2019,300,33.44833,-112.07333,Sleigh,Pending,SS-7645
701-angeles crest hwy-sphere,angeles crest hwy,I was out of my car on the highway releaving myself when a very bright sphere shaped object came out of the valley and flew strait up.,us,04/02/2019,5,34.34360,-117.90969,sphere,Active,SS-7642
702-waipahu peninsula (waipahu)-light,waipahu peninsula (waipahu),Facing 170-180 saw brilliant flash at 65 deg azimuth. Color: White no blue red or orange.  Traveled from N - S.,us,04/02/2019,13,21.37316,-157.99610,light,Active,SS-7643
703-diamond bar-sphere,diamond bar,Id just finished watching a video and had gathered my things to go upstairs.  When I walked into my bedroom I saw Id left the drapes,us,04/02/2019,2,34.02861,-117.80944,sphere,Active,SS-7641
7048-gb-egg,blackburn (uk/england),Egg shaped object. Managed to film it for about 30 mins,gb,10/12/2001,7200,55.86667,-3.63333,egg,Active,SS-8658
704-cowansville-triangle,cowansville,Myself and 3 other people saw a very large triangular space ship appear over the treeline along the edge of a field on our farm.,us,04/02/2019,120,40.88778,-79.58861,triangle,Pending,SS-7640
705-parma-triangle,parma,V-shaped object flying from South to North estimated to be at high altitude because high cirrus clouds visible through mostly clear ski,us,04/02/2019,10,41.40472,-81.72306,triangle,Closed,SS-7639
706-lihue-light,lihue,Bright green lights floating in space with a strange motion pattern.,us,04/02/2019,300,21.98111,-159.37111,light,Pending,SS-7638
707-de-rectangle,baumholder (germany),Saw glowing rectangular but possibly cylindrical object that did not appear to be an aircraft during daylight hours.,de,04/02/2019,180,49.61667,7.33333,rectangle,Closed,SS-8800
708-shelby township-light,shelby township,A white light with a red light on the left and a green light on the right darting in the sky,us,04/02/2019,10800,42.67078,-83.03299,light,Pending,SS-7637
709-wilmington island (savannah)-fireball,wilmington island (savannah),It was a red ball of light that didnt move.,us,04/02/2019,9,32.00333,-80.97389,fireball,Active,SS-7636
70-observer enroute on mn hwy 61 north-sphere,observer enroute on mn hwy 61 north,skies o/cast. Objt. had app. of a meteor but w/ distinct green color. Initially dismissed as meteor,us,11/01/2018,5,46.72955,-94.68590,sphere,Pending,SS-8267
710-atmore-light,atmore,BRIGHT STAR CHARACTERISTIC IN FIXED POSITION THEN IT MOVED STRAIGHT UP INTO THE AIR AS IT DID SO THE LIGHT WENT OFF &amp; A RED &amp; GREEN LIG,us,04/02/2019,600,31.02361,-87.49389,light,Closed,SS-7635
711-seattle-sphere,seattle,Commercial Airline Flight From Juneau AK to Seattle,us,04/02/2019,5,47.60639,-122.33083,sphere,Active,SS-7634
712-albuquerque-sphere,albuquerque,I saw a silver sphere shaped craft that was following in the contrail of a passenger or military aircraft.,us,04/02/2019,300,35.08444,-106.65056,sphere,Pending,SS-7633
713-denver-triangle,denver,Denver Colorado March 17 1977 at around 7:30 pm. Two objects seen up close. One hovered over our home the other flew over at just,us,04/02/2019,2700,39.73917,-104.98417,triangle,Active,SS-7632
7148-gb-triangle,oldbury (uk/england),black triangle in the sky with no sound,gb,10/12/2001,120,52.55000,-1.53333,triangle,Pending,SS-8654
7149-gb-Sleigh,oxford (uk/england),Scanned by something,gb,10/12/2001,600,51.75000,-1.25000,Sleigh,Active,SS-8657
714-iowa city-triangle,iowa city,dark triangle moves slowly and appears to hover in night sky.,us,04/02/2019,600,41.66111,-91.53000,triangle,Pending,SS-7631
715-moira-light,moira,lights appeared over forested area first as one set (red over white) second time (closer red over red) third time (closer two sets of r,us,04/02/2019,480,44.81806,-74.55611,light,Active,SS-7630
716-boise-Sleigh,boise,Two redish lights moving together quickly without sound in a West to East manner.,us,04/02/2019,10,43.61361,-116.20250,Sleigh,Active,SS-7628
7173-gb-Sleigh,craigavon (uk/northern ireland),A large round sleigh with lights all around it.  A large lazer beam shot into the clouds and the craft followed the beam into the cloud,gb,10/12/2001,120,54.46667,-6.41667,Sleigh,Active,SS-8652
717-vernon-Sleigh,vernon,Saw 1 Sleigh hovering over Mountain Creek Ski Resort. Stopped my car on side of road and got out to view.Dark clear night sky. Craft was l,us,04/02/2019,900,41.19833,-74.48361,Sleigh,Active,SS-7629
718-salt lake city (west of)-Sleigh,salt lake city (west of),The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,04/02/2019,15,40.76083,-111.89028,Sleigh,Pending,SS-7626
719-lake almanor-light,lake almanor,i witnessed 3 crafts in the sky with strange lighting and suspicious movements tonight at about 9:00pm over dyer mountain near Lak,us,04/02/2019,60,40.26145,-121.18249,light,Active,SS-7627
71-amarillo-Sleigh,amarillo,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/01/2018,5,35.22194,-101.83083,Sleigh,Closed,SS-8264
720-kissimmee-Sleigh,kissimmee,Sleigh sighted at night while on way home from teaching my martial arts class. Sighted as I drove through town which is a well lighted met,us,04/02/2019,60,28.29167,-81.40778,Sleigh,Closed,SS-7624
721-chicago (hwy. 531)-other,chicago (hwy. 531),I viewed object heading west moveing very fast.Craft then changed direction heading eastcraft again changed direction moved straight u,us,04/02/2019,45,41.85000,-87.65000,other,Active,SS-7625
722-weaverville-other,weaverville,Two black helicopters following possible object near Parkway entrance,us,04/02/2019,40,35.69694,-82.56083,other,Pending,SS-7622
7239-gb-Sleigh,lincoln (uk/england),A series of 15 white lights in a sleigh of a triangleof which the bottom row of 5 lights changed from white intermittantly to orang,gb,10/12/2001,1500,53.23333,-0.53333,Sleigh,Active,SS-8655
723-baltimore-sleigh,baltimore,Swirling mass of approximately 12 red to amber lights.,us,04/02/2019,60,39.29028,-76.61250,sleigh,Pending,SS-7623
724-lansing-disk,lansing,It appeared from the southwestern sky and dropped very slowly into the south-southeast horizon.. slower than any meteorite but faster t,us,04/02/2019,3,42.73250,-84.55556,disk,Pending,SS-7620
7253-gb-other,glasgow (near) (uk/scotland),Falling bright light,gb,07/01/2002,5,55.83333,-4.25000,other,Active,SS-8650
725-horseheads-Sleigh,horseheads,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,04/02/2019,15,42.16694,-76.82083,Sleigh,Active,SS-7621
726-oconomowoc-sleigh,oconomowoc,I saw two pairs of lights moving east to west very high and moving much faster than any aircraft I have seen. They crossed paths and we,us,04/02/2019,10,43.11167,-88.49917,sleigh,Closed,SS-7618
727-rome-Sleigh,rome,two sets dim red lights not high in sky moving fast NW direction no other lights no sound,us,04/02/2019,5,43.21278,-75.45611,Sleigh,Pending,SS-7619
728-knappa (near; approx 12 miles from astoria)-Sleigh,knappa (near; approx 12 miles from astoria),I was outside and saw a helicopter with its search light on.  I went out for a closer look and saw something and it appeared to be a,us,04/02/2019,8,46.18528,-123.58472,Sleigh,Closed,SS-7616
729-dallas-sphere,dallas,While stargazing at The Orion Nebula I heard a noise over my head like aero-braking or something. As I looked up I witnessed a jet bank,us,04/02/2019,60,32.78333,-96.80000,sphere,Closed,SS-7617
72-missoula-light,missoula,Local TV caught it on their sky cam camera.  Showed it on night news. Other reports of 911 being overloaded with calls from police the,us,11/01/2018,0,46.87222,-113.99306,light,Pending,SS-8265
730-seffner-light,seffner,walking to my car in the driveway  I saw a contrail   visible because of the full moon.....the object resembled a satellite ...a faint,us,04/02/2019,45,27.98333,-82.27583,light,Pending,SS-7614
731-covina-egg,covina,Object peach glowing egg shape ends up and down  moved slowley      south to north  high in sky. emitted single popping sound.,us,04/02/2019,180,34.09000,-117.88944,egg,Pending,SS-7615
732-jackson-light,jackson,My wife was walking to the driveway to leave and called me outside. We spotted a large blinking white light moving in a zig-zap pattern,us,04/02/2019,240,32.29861,-90.18472,light,Active,SS-7612
733-dallas/(irving)-disk,dallas/(irving),A huge multi-lighted object hovered stationary over the eastern part of DFW airport.,us,04/02/2019,45,32.78014,-96.80045,disk,Closed,SS-7613
734-plymouth-oval,plymouth,Iobserved an object changing colors and moving in a manner inconsistent with anything ive ever seen. I woke my wife and asked her to l,us,04/02/2019,7200,45.01056,-93.45528,oval,Active,SS-7610
735-cross lanes-cylinder,cross lanes,Noticed a very shiny object at a very high altitude that looked like a strange jet. It left a contrial and moved across the sky at abou,us,04/02/2019,300,38.42028,-81.79083,cylinder,Pending,SS-7611
7364-gb-triangle,whitstable (uk/england),Did not personally see local radio reported hundreds along the coast around Whitstable Herne Bay and Margate had seen the sighting. L,gb,07/01/2002,0,51.35000,1.10000,triangle,Active,SS-8653
736-chesapeake-oval,chesapeake,It was about the size of a mid-sized car. Very Bright yellowish orange. It moved parallel to the ground.,us,04/02/2019,10,36.81889,-76.27528,oval,Pending,SS-7609
7370-gb-fireball,bristol (uk/england),fireball moving very quickentered the atmasphere,gb,07/01/2002,3,51.45000,-2.58333,fireball,Active,SS-8648
7373-gb-cigar,london (uk/england),Dark shaped object with very long stream of yellow flame coming from underneath it.,gb,07/01/2002,600,51.51412,-0.09369,cigar,Active,SS-8651
737-st. petersburg (south)-Sleigh,st. petersburg (south),The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,04/02/2019,4,27.77056,-82.67944,Sleigh,Active,SS-7608
738-overland park-diamond,overland park,Craft flew out of the east at about 600 feet moving west and then turning to the north (not a regular flight pattern for this area for,us,04/02/2019,180,38.98222,-94.67056,diamond,Active,SS-7607
7391-gb-Sleigh,airdrie (uk/scotland),PHOTO OF Sleigh,gb,07/01/2002,0,55.85000,-3.98333,Sleigh,Pending,SS-8646
739-longmont-disk,longmont,I saw lights in he sky.  It had five lighs in a row each flashing one a time in a row. It was also urning slowly.,us,04/02/2019,180,40.16722,-105.10139,disk,Active,SS-7606
73-yuba city-fireball,yuba city,Large blue/silver sphere with green halo travelled across sky approx 20 deg. arc leaving a white trail. Event lasted 1.0 sec.,us,11/01/2018,1,39.14056,-121.61583,fireball,Active,SS-8262
7402-gb-Sleigh,chelmsford (uk/england),very strange noise out side like somthing firing . like a rocket rocket.,gb,07/01/2002,300,51.73333,0.48333,Sleigh,Pending,SS-8649
740-hillsboro-disk,hillsboro,Hovering silver disc,us,04/02/2019,60,45.52306,-122.98861,disk,Active,SS-7605
741-anderson-cross,anderson,airplane 200 ft altitude about 40-50 ft width 60 ft length motionless for 20 minutes then turned slowly and moved forward ne about,us,04/02/2019,1800,40.44833,-122.29667,cross,Active,SS-7602
742-san antonio-triangle,san antonio,i was the third witness on the scene.i saw 1 craft only .5 craft were seen by the other witnesses.  it started almost directly overhead,us,04/02/2019,900,29.42389,-98.49333,triangle,Active,SS-7604
743-campbellsport-triangle,campbellsport,Craft going West turned completely around heading back East,us,04/02/2019,900,43.59778,-88.27889,triangle,Active,SS-7600
744-clermont-other,clermont,V-shaped object with brite white lights running all under it. Flying East to West,us,04/02/2019,120,34.47778,-83.77361,other,Active,SS-7603
745-novato-other,novato,Heavy sound of helicopter(s) shaking house.  Went out back. Could not see source of noise.  Coming closer.  Looked up and saw what appe,us,04/02/2019,30,38.10750,-122.56861,other,Active,SS-7597
746-fresno-Sleigh,fresno,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,04/02/2019,300,36.74778,-119.77139,Sleigh,Active,SS-7601
747-wichita-disk,wichita,A silver disk seen hovering over Mc Connel AFB,us,04/02/2019,300,37.69222,-97.33722,disk,Pending,SS-7596
748-niles-Sleigh,niles,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,04/02/2019,600,41.18278,-80.76556,Sleigh,Pending,SS-7599
749-colville-fireball,colville,Jet breaking sound barrier folowed by a bright green fireball,us,04/02/2019,2,48.54667,-117.90444,fireball,Pending,SS-7593
74-carbondale-changing,carbondale,a Black object not moving.  It was about 1500-2000 feet in altitude and about the size of a gumball held at arms length.,us,11/01/2018,1200,37.72722,-89.21667,changing,Active,SS-8263
750-nevada city/north san juan  (between)-light,nevada city/north san juan  (between),saw a light in the west surrounded by haze like a comet then the haze got bigger and bigger then the light dissapeared leaving a big,us,04/02/2019,300,39.37010,-121.10386,light,Active,SS-7598
751-renton-sphere,renton,a non moving light over Sea Tac Airport that was brighter then Bright light over vicinity of Sea Tac Airport  S.W. Bright light in vici,us,04/02/2019,1200,47.48306,-122.21583,sphere,Active,SS-7591
752-chowchilla (south of madera county)-fireball,chowchilla (south of madera county),Green glowing ball with an orange streak (like vapor). Then saw a bright white ball with a triangular white glow behind it.,us,04/02/2019,900,37.12306,-120.25917,fireball,Active,SS-7595
753-golden valley-light,golden valley,We were  driving down a dirt side road in Golden Valley when we spotted in the sky over the hills a ball of light with a fan shaped bea,us,04/02/2019,180,35.22333,-114.22222,light,Active,SS-7589
754-lancaster-other,lancaster,Picture perfect white comet-like object moving West to East.  Second object same as first -- but moving due South. Elapsed time 8,us,04/02/2019,480,34.69806,-118.13583,other,Pending,SS-7594
755-phoenix-Sleigh,phoenix,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,04/02/2019,120,33.44833,-112.07333,Sleigh,Closed,SS-7587
756-greer-light,greer,Driving home one night I looked up and saw a bright light approx. 30 degrees off the road. It was flashing very fast from red to ora,us,04/02/2019,600,34.01000,-109.45806,light,Pending,SS-7592
757-phoenix-other,phoenix,We saw a very bright light that looked like a comet with a smoke looking trail coming from behind the light.,us,04/02/2019,300,33.44833,-112.07333,other,Closed,SS-7585
758-fairbanks-sphere,fairbanks,Saw hovering objects in eastern night sky over Fairbanks International Airport.,us,04/02/2019,120,64.83778,-147.71639,sphere,Pending,SS-7590
759-morgantown-triangle,morgantown,I saw a triangle shape in the sky that seemed to hover in one place then it started spinning it was black the lights were yellowish. Th,us,04/02/2019,1200,39.62944,-79.95611,triangle,Pending,SS-7583
75-albuquerque-Sleigh,albuquerque,VERY bright white light  appeared to be about half the diameter of the moon.,us,11/01/2018,60,35.08444,-106.65056,Sleigh,Pending,SS-8261
760-marana-fireball,marana,while driving along interstate 10 in the vicinity of Marana Az I saw a large fireball that shot out from a cave located on a mountain,us,04/02/2019,3600,32.43667,-111.22472,fireball,Active,SS-7588
761-dublin (north county) (republic of ireland)-Sleigh,dublin (north county) (republic of ireland),The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,04/02/2019,5,0.00000,0.00000,Sleigh,Pending,SS-7581
